,Gene_0,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19
106,1016.0,12.0,49.0,0.0,13.0,24.0,28.0,971.0,0.0,0.0,312.0,21.0,0.0,0.0,0.0,342.0,17.0,0.0,458.0,23.0
107,998.0,15.0,52.0,0.0,13.0,27.0,26.0,966.0,0.0,0.0,308.0,19.0,0.0,0.0,0.0,328.0,18.0,1.0,483.0,19.0
108,1019.0,14.0,55.0,0.0,12.0,25.0,25.0,956.0,0.0,0.0,290.0,18.0,0.0,0.0,0.0,317.0,16.0,1.0,499.0,20.0
109,1024.0,14.0,61.0,0.0,12.0,24.0,26.0,942.0,0.0,0.0,263.0,18.0,0.0,0.0,0.0,306.0,16.0,1.0,523.0,23.0
110,1033.0,14.0,57.0,0.0,11.0,23.0,25.0,923.0,0.0,0.0,258.0,18.0,0.0,0.0,0.0,291.0,12.0,1.0,543.0,23.0
111,1029.0,14.0,57.0,0.0,12.0,22.0,27.0,921.0,0.0,0.0,238.0,19.0,0.0,0.0,0.0,288.0,12.0,1.0,546.0,23.0
112,1037.0,13.0,52.0,0.0,11.0,22.0,26.0,923.0,0.0,0.0,231.0,17.0,0.0,0.0,0.0,290.0,12.0,1.0,569.0,26.0
113,1030.0,12.0,50.0,0.0,10.0,21.0,24.0,938.0,0.0,0.0,233.0,18.0,0.0,0.0,0.0,282.0,11.0,1.0,583.0,29.0
114,1023.0,12.0,50.0,0.0,11.0,20.0,24.0,945.0,0.0,0.0,238.0,18.0,0.0,0.0,0.0,270.0,10.0,1.0,590.0,27.0
115,1015.0,9.0,52.0,0.0,10.0,19.0,24.0,943.0,0.0,0.0,239.0,14.0,0.0,0.0,0.0,268.0,9.0,1.0,598.0,28.0
116,1012.0,8.0,48.0,0.0,10.0,16.0,22.0,944.0,0.0,0.0,245.0,15.0,0.0,0.0,0.0,259.0,9.0,1.0,587.0,30.0
117,998.0,8.0,50.0,0.0,9.0,21.0,28.0,943.0,0.0,0.0,264.0,16.0,0.0,0.0,0.0,262.0,10.0,1.0,603.0,31.0
118,989.0,7.0,45.0,0.0,8.0,18.0,31.0,947.0,0.0,0.0,269.0,16.0,0.0,0.0,0.0,264.0,9.0,1.0,606.0,27.0
119,984.0,7.0,42.0,0.0,6.0,18.0,33.0,952.0,0.0,0.0,262.0,15.0,0.0,0.0,0.0,253.0,9.0,1.0,619.0,28.0
120,966.0,5.0,41.0,0.0,5.0,17.0,35.0,955.0,0.0,0.0,258.0,13.0,0.0,0.0,0.0,254.0,8.0,1.0,639.0,29.0
121,969.0,5.0,42.0,0.0,4.0,16.0,35.0,956.0,0.0,0.0,265.0,12.0,0.0,0.0,0.0,256.0,7.0,1.0,647.0,28.0
122,969.0,5.0,42.0,0.0,4.0,15.0,32.0,958.0,0.0,0.0,262.0,12.0,0.0,0.0,0.0,256.0,7.0,1.0,660.0,29.0
123,972.0,3.0,40.0,0.0,4.0,13.0,32.0,957.0,0.0,0.0,252.0,11.0,0.0,0.0,0.0,256.0,7.0,1.0,671.0,25.0
124,978.0,6.0,40.0,1.0,3.0,16.0,32.0,956.0,0.0,0.0,240.0,10.0,0.0,0.0,0.0,245.0,11.0,1.0,688.0,24.0
125,976.0,6.0,39.0,1.0,2.0,13.0,33.0,973.0,0.0,0.0,239.0,10.0,0.0,0.0,0.0,241.0,9.0,1.0,702.0,24.0
126,976.0,6.0,40.0,1.0,2.0,13.0,32.0,973.0,0.0,0.0,231.0,10.0,0.0,0.0,0.0,236.0,7.0,1.0,734.0,24.0
